ID	Mean_Control	Mean_Patient	Mean_Change	LogFC	Pvalue	FDR
282763	5.8756	5.9053	0.0296	0.0296	0.45	0.66
282770	5.964	5.9797	0.0157	0.0157	0.7	0.84
282775	5.8671	5.8839	0.0168	0.0168	0.62	0.79
282808	6.4486	6.4264	-0.0222	-0.0222	0.52	0.72
282809	6.8341	6.9462	0.1121	0.1121	0.17	0.4
282966	6.8215	6.7433	-0.0783	-0.0783	0.13	0.35
282969	7.3244	7.1644	-0.16	-0.16	0.012	0.19
282973	6.7846	6.7027	-0.0819	-0.0819	0.015	0.19
282974	7.309	7.2342	-0.0748	-0.0748	0.17	0.4
282991	7.3599	7.6606	0.3007	0.3007	0.093	0.3
282996	7.0371	7.0634	0.0262	0.0262	0.81	0.9
282997	6.0195	6.0707	0.0512	0.0512	0.31	0.54
283011	5.8165	5.8516	0.0351	0.0351	0.33	0.56
283025	6.9053	6.7408	-0.1646	-0.1646	0.086	0.29
283033	5.9998	5.9691	-0.0307	-0.0307	0.41	0.63
283038	6.8206	6.6968	-0.1237	-0.1237	0.0042	0.18
283050	6.7139	6.6417	-0.0722	-0.0722	0.079	0.28
283070	6.0992	6.0836	-0.0155	-0.0155	0.8	0.9
283078	6.7795	6.7551	-0.0243	-0.0243	0.58	0.76
283089	6.0662	6.0451	-0.0211	-0.0211	0.6	0.78
283092	5.5064	5.5514	0.045	0.045	0.29	0.53
283093	6.0111	6.0487	0.0375	0.0375	0.38	0.6
283102	6.852	6.7839	-0.0681	-0.0681	0.085	0.29
283104	6.6713	6.7059	0.0345	0.0345	0.38	0.6
283106	5.8424	6.2779	0.4355	0.4355	0.06	0.25
283111	6.1743	6.1421	-0.0322	-0.0322	0.41	0.63
283120	12.3916	11.6794	-0.7122	-0.7122	0.096	0.31
283129	6.2319	6.2466	0.0148	0.0148	0.63	0.8
283130	6.9867	6.8825	-0.1041	-0.1041	0.0016	0.18
283131	9.3192	8.7637	-0.5555	-0.5555	0.15	0.38
283143	6.468	6.536	0.0681	0.0681	0.16	0.39
283149	7.541	7.5677	0.0267	0.0267	0.73	0.86
283150	6.3324	6.3648	0.0324	0.0324	0.25	0.49
283152	6.7262	6.6655	-0.0607	-0.0607	0.14	0.37
283159	5.7379	5.8233	0.0854	0.0854	0.0077	0.19
283160	6.2748	6.2278	-0.0469	-0.0469	0.42	0.64
283162	5.8854	5.8275	-0.0578	-0.0578	0.16	0.39
283174	6.1617	6.1412	-0.0206	-0.0206	0.74	0.86
283177	6.3472	6.3878	0.0406	0.0406	0.44	0.65
283189	6.0278	5.9596	-0.0682	-0.0682	0.11	0.32
283194	5.9745	5.9374	-0.0371	-0.0371	0.24	0.48
283197	6.0127	6.001	-0.0117	-0.0117	0.69	0.83
283208	6.6539	6.5886	-0.0653	-0.0653	0.093	0.3
283209	7.28	7.3829	0.1028	0.1028	0.53	0.73
283212	6.9721	6.9264	-0.0457	-0.0457	0.35	0.58
283219	6.7553	6.8063	0.051	0.051	0.21	0.44
283229	7.3375	7.2043	-0.1333	-0.1333	0.073	0.27
283232	7.8082	7.7365	-0.0716	-0.0716	0.32	0.56
283234	7.5397	7.4015	-0.1382	-0.1382	0.026	0.21
283237	6.7092	6.9115	0.2022	0.2022	0.047	0.24
283238	5.9801	5.9869	0.0068	0.0068	0.82	0.91
283248	6.9325	6.875	-0.0575	-0.0575	0.19	0.42
283254	6.5649	6.6676	0.1027	0.1027	0.079	0.28
283267	6.0407	6.1885	0.1478	0.1478	0.12	0.34
283284	6.5712	6.5515	-0.0197	-0.0197	0.62	0.78
283297	6.1614	6.1691	0.0077	0.0077	0.9	0.95
283298	6.5606	6.4939	-0.0667	-0.0667	0.43	0.65
283299	6.1245	6.14	0.0155	0.0155	0.6	0.77
283303	7.5129	7.3958	-0.1171	-0.1171	0.19	0.42
283310	5.9116	5.9054	-0.0062	-0.0062	0.77	0.88
283314	6.2362	6.2328	-0.0034	-0.0034	0.92	0.96
283316	6.3621	6.3217	-0.0404	-0.0404	0.23	0.47
283332	6.4182	6.3746	-0.0436	-0.0436	0.25	0.48
283335	7.0418	6.9821	-0.0597	-0.0597	0.27	0.5
283337	7.3829	7.338	-0.045	-0.045	0.31	0.54
283345	6.5798	6.535	-0.0448	-0.0448	0.17	0.4
283349	7.3247	7.3933	0.0687	0.0687	0.51	0.71
283358	7.0242	6.9836	-0.0406	-0.0406	0.64	0.8
283365	5.6564	5.7038	0.0474	0.0474	0.25	0.49
283373	7.3015	7.4341	0.1326	0.1326	0.051	0.25
283375	6.952	6.8731	-0.0789	-0.0789	0.023	0.2
283377	7.4116	7.3877	-0.0239	-0.0239	0.77	0.88
283383	6.9257	6.8769	-0.0487	-0.0487	0.34	0.57
283385	6.5436	6.56	0.0164	0.0164	0.65	0.81
283392	6.6517	6.568	-0.0837	-0.0837	0.011	0.19
283404	6.4703	6.4122	-0.0581	-0.0581	0.2	0.44
283416	7.7978	7.6547	-0.1431	-0.1431	0.15	0.38
283417	6.0494	6.1259	0.0764	0.0764	0.031	0.22
283420	6.0476	6.0109	-0.0367	-0.0367	0.21	0.45
283422	6.0627	6.068	0.0053	0.0053	0.9	0.95
283431	6.2107	6.3323	0.1216	0.1216	0.082	0.29
283432	6.2741	6.3226	0.0485	0.0485	0.14	0.36
283440	6.7764	6.7362	-0.0401	-0.0401	0.31	0.54
283446	6.1067	6.0943	-0.0124	-0.0124	0.62	0.79
283450	7.0293	7.0674	0.0382	0.0382	0.58	0.76
283455	6.5737	6.5203	-0.0534	-0.0534	0.1	0.31
283459	7.9924	7.9492	-0.0432	-0.0432	0.53	0.73
283460	6.4132	6.3956	-0.0176	-0.0176	0.71	0.84
283461	5.7744	5.8133	0.0388	0.0388	0.089	0.3
283464	6.7004	6.8407	0.1403	0.1403	0.085	0.29
283471	6.6572	6.6199	-0.0373	-0.0373	0.31	0.55
283480	6.7709	6.7448	-0.0261	-0.0261	0.63	0.79
283481	6.9237	6.9049	-0.0188	-0.0188	0.68	0.82
283487	7.2133	7.2097	-0.0035	-0.0035	0.97	0.99
283489	6.7018	6.7619	0.0602	0.0602	0.43	0.65
283491	7.0587	6.8676	-0.1911	-0.1911	0.053	0.25
283507	6.3472	6.416	0.0688	0.0688	0.17	0.4
283514	6.9993	6.9148	-0.0844	-0.0844	0.15	0.38
283518	6.3911	6.5174	0.1263	0.1263	0.099	0.31
283521	6.7351	6.698	-0.0371	-0.0371	0.34	0.57
283537	6.274	6.4199	0.1458	0.1458	0.17	0.4
283551	6.4475	6.4157	-0.0318	-0.0318	0.35	0.58
283554	6.3433	6.3829	0.0397	0.0397	0.27	0.51
283571	6.0923	6.082	-0.0103	-0.0103	0.78	0.89
283576	6.9541	6.8812	-0.0729	-0.0729	0.18	0.41
283578	8.0264	7.9173	-0.1092	-0.1092	0.21	0.45
283579	6.9583	6.8757	-0.0827	-0.0827	0.13	0.35
283592	6.5906	6.5652	-0.0254	-0.0254	0.54	0.73
283596	6.5264	6.5578	0.0314	0.0314	0.52	0.72
283598	6.5092	6.5229	0.0137	0.0137	0.78	0.88
283600	7.2075	7.095	-0.1125	-0.1125	0.054	0.25
283601	6.4844	6.4298	-0.0546	-0.0546	0.46	0.67
283629	6.4555	6.4171	-0.0384	-0.0384	0.29	0.52
283635	7.2653	7.2933	0.0279	0.0279	0.66	0.81
283638	7.2864	7.1931	-0.0934	-0.0934	0.021	0.2
283643	7.8579	7.6364	-0.2215	-0.2215	0.047	0.24
283651	6.2883	6.2769	-0.0114	-0.0114	0.75	0.87
283652	6.1446	6.1274	-0.0172	-0.0172	0.6	0.77
283659	6.2781	6.3305	0.0524	0.0524	0.3	0.53
283663	6.5619	6.5539	-0.008	-0.008	0.8	0.9
283673	6.2628	6.2372	-0.0256	-0.0256	0.41	0.63
283677	6.3509	6.3337	-0.0171	-0.0171	0.58	0.76
283687	7.1559	7.0497	-0.1063	-0.1063	0.12	0.34
283688	6.1706	6.1169	-0.0536	-0.0536	0.22	0.45
283693	6.2794	6.2852	0.0058	0.0058	0.91	0.96
283694	5.9121	6.0151	0.103	0.103	0.084	0.29
283726	6.862	6.7932	-0.0689	-0.0689	0.27	0.51
283731	6.6025	6.6374	0.0349	0.0349	0.55	0.74
283742	6.5036	6.6132	0.1096	0.1096	0.081	0.29
283748	6.9195	6.8269	-0.0926	-0.0926	0.043	0.23
283755	7.6208	7.4866	-0.1341	-0.1341	0.15	0.37
283761	6.2668	6.1407	-0.1261	-0.1261	0.015	0.19
283767	6.7038	6.4738	-0.23	-0.23	0.087	0.29
283777	6.3279	6.303	-0.0249	-0.0249	0.43	0.65
283796	5.7161	5.7347	0.0186	0.0186	0.75	0.87
283807	7.1861	7.0582	-0.128	-0.128	0.091	0.3
283847	5.957	5.9873	0.0303	0.0303	0.22	0.46
283848	6.6077	6.6959	0.0881	0.0881	0.41	0.63
283849	7.08	7.0087	-0.0713	-0.0713	0.14	0.36
283856	6.1487	6.1332	-0.0155	-0.0155	0.7	0.84
283860	6.8843	6.8219	-0.0625	-0.0625	0.17	0.4
283867	6.0611	6.0199	-0.0412	-0.0412	0.36	0.59
283869	7.4653	7.4106	-0.0546	-0.0546	0.58	0.76
283870	7.3251	7.199	-0.1261	-0.1261	0.03	0.22
283871	7.9496	7.9148	-0.0348	-0.0348	0.73	0.86
283875	7.115	7.0241	-0.091	-0.091	0.069	0.27
283876	7.0007	6.8705	-0.1302	-0.1302	0.034	0.22
283888	6.02	6.0336	0.0136	0.0136	0.74	0.86
283897	6.9453	6.8195	-0.1258	-0.1258	0.11	0.32
283899	7.2704	7.3358	0.0653	0.0653	0.13	0.35
283902	6.733	6.6803	-0.0527	-0.0527	0.34	0.57
283914	5.9541	5.9794	0.0253	0.0253	0.53	0.73
283927	6.6363	6.6985	0.0622	0.0622	0.33	0.57
283932	6.4106	6.4585	0.0479	0.0479	0.14	0.37
283933	6.7219	6.676	-0.046	-0.046	0.3	0.53
283948	7.0048	6.9515	-0.0533	-0.0533	0.32	0.55
283951	7.186	7.1007	-0.0852	-0.0852	0.086	0.29
283953	7.3823	7.1839	-0.1984	-0.1984	0.022	0.2
283970	6.6019	6.7304	0.1285	0.1285	0.068	0.27
283982	6.0395	6.0562	0.0167	0.0167	0.69	0.83
283985	6.9557	6.919	-0.0368	-0.0368	0.46	0.67
283987	6.9835	6.913	-0.0705	-0.0705	0.055	0.25
283989	7.3377	7.2963	-0.0414	-0.0414	0.34	0.57
283991	8.3924	8.2635	-0.129	-0.129	0.33	0.56
283999	6.8674	6.8071	-0.0603	-0.0603	0.13	0.35
284001	6.8185	6.7705	-0.0479	-0.0479	0.11	0.32
284004	7.2183	7.1914	-0.0269	-0.0269	0.5	0.7
284009	6.3818	6.3278	-0.0539	-0.0539	0.38	0.61
284013	6.5608	6.5523	-0.0085	-0.0085	0.85	0.92
284018	6.9127	6.9717	0.059	0.059	0.095	0.3
284021	6.3316	6.317	-0.0146	-0.0146	0.6	0.77
284023	6.6849	6.6577	-0.0272	-0.0272	0.67	0.82
284029	6.3725	6.3757	0.0032	0.0032	0.92	0.96
284034	6.1648	6.1502	-0.0147	-0.0147	0.67	0.82
284040	5.9713	5.9968	0.0255	0.0255	0.45	0.66
284047	6.2322	6.3612	0.1289	0.1289	0.16	0.39
284058	7.2345	7.4001	0.1656	0.1656	0.037	0.22
284067	6.163	6.1424	-0.0206	-0.0206	0.53	0.73
284069	7.3078	7.2231	-0.0847	-0.0847	0.19	0.42
284071	5.9649	5.9548	-0.0101	-0.0101	0.69	0.83
284076	6.555	6.4843	-0.0708	-0.0708	0.034	0.22
284083	6.0345	6.0391	0.0046	0.0046	0.91	0.95
284085	6.4927	6.5167	0.024	0.024	0.5	0.71
284086	6.8098	6.7635	-0.0463	-0.0463	0.24	0.48
284098	6.1104	6.2307	0.1203	0.1203	0.069	0.27
284099	6.0275	6.0293	0.0018	0.0018	0.96	0.98
284100	6.1393	6.1533	0.0139	0.0139	0.77	0.88
284106	8.8014	8.5938	-0.2076	-0.2076	0.11	0.32
284110	6.7143	6.683	-0.0314	-0.0314	0.34	0.57
284111	7.0149	6.9312	-0.0837	-0.0837	0.081	0.29
284114	7.3319	7.2256	-0.1064	-0.1064	0.13	0.35
284116	6.9963	6.9144	-0.0818	-0.0818	0.14	0.36
284119	7.8226	7.6952	-0.1274	-0.1274	0.23	0.47
284123	6.9303	6.8794	-0.0509	-0.0509	0.34	0.57
284124	6.5551	6.4436	-0.1114	-0.1114	0.019	0.2
284129	7.1841	7.1105	-0.0736	-0.0736	0.13	0.35
284131	7.2677	7.1813	-0.0865	-0.0865	0.03	0.22
284161	6.1124	6.2312	0.1188	0.1188	0.016	0.2
284184	8.2604	8.1613	-0.099	-0.099	0.45	0.67
284185	7.0966	6.9687	-0.1278	-0.1278	0.043	0.23
284186	7.2036	7.0361	-0.1674	-0.1674	0.02	0.2
284194	6.4525	6.6369	0.1845	0.1845	0.082	0.29
284207	7.1907	7.1996	0.0089	0.0089	0.9	0.95
284215	6.1569	6.0793	-0.0777	-0.0777	0.033	0.22
284217	6.4749	6.4863	0.0114	0.0114	0.72	0.85
284232	6.1567	6.2209	0.0642	0.0642	0.032	0.22
284233	6.4997	6.4016	-0.0981	-0.0981	0.042	0.23
284252	6.3228	6.3962	0.0734	0.0734	0.16	0.38
284254	5.9297	5.9121	-0.0176	-0.0176	0.6	0.77
284257	8.2182	7.9145	-0.3037	-0.3037	0.05	0.24
284266	7.2523	7.0659	-0.1864	-0.1864	0.014	0.19
284273	8.2268	8.0553	-0.1715	-0.1715	0.038	0.22
284274	7.2405	7.2086	-0.0319	-0.0319	0.79	0.89
284276	6.6734	6.578	-0.0954	-0.0954	0.035	0.22
284293	6.2273	6.2263	-0.001	-0.001	0.98	0.99
284294	5.9031	5.9057	0.0026	0.0026	0.91	0.96
284297	7.5596	7.3389	-0.2206	-0.2206	0.016	0.2
284306	6.5538	6.611	0.0572	0.0572	0.17	0.41
284307	6.7797	6.7635	-0.0163	-0.0163	0.71	0.84
284309	6.9641	7.085	0.1209	0.1209	0.094	0.3
284312	7.1379	7.042	-0.0959	-0.0959	0.073	0.28
284323	6.3956	6.4439	0.0483	0.0483	0.22	0.46
284325	7.5231	7.3337	-0.1894	-0.1894	0.0028	0.18
284338	6.4137	6.4132	-5e-04	-5e-04	0.99	0.99
284339	7.0662	6.9819	-0.0844	-0.0844	0.049	0.24
284340	6.4934	6.4681	-0.0253	-0.0253	0.51	0.71
284344	6.4059	6.2715	-0.1344	-0.1344	0.0042	0.18
284346	7.3519	7.2286	-0.1233	-0.1233	0.059	0.25
284348	6.9873	6.8617	-0.1256	-0.1256	0.001	0.18
284349	6.2866	6.3576	0.071	0.071	0.24	0.48
284353	6.9111	6.8337	-0.0774	-0.0774	0.073	0.27
284355	6.2589	6.3466	0.0877	0.0877	0.16	0.39
284358	8.3186	7.9267	-0.3919	-0.3919	0.024	0.2
284359	6.2695	6.3221	0.0526	0.0526	0.095	0.31
284361	8.1426	7.9366	-0.206	-0.206	0.04	0.23
284366	7.0449	6.917	-0.128	-0.128	0.023	0.2
284367	6.4876	6.4075	-0.0801	-0.0801	0.022	0.2
284369	6.3789	6.3402	-0.0386	-0.0386	0.28	0.52
284370	6.5126	6.5666	0.054	0.054	0.3	0.53
284371	6.5825	6.6741	0.0916	0.0916	0.078	0.28
284379	6.4309	6.3998	-0.0311	-0.0311	0.47	0.68
284382	7.5019	7.325	-0.1769	-0.1769	0.19	0.43
284383	6.5159	6.4512	-0.0647	-0.0647	0.32	0.56
284390	6.1888	6.187	-0.0018	-0.0018	0.96	0.98
284391	6.7321	6.8024	0.0703	0.0703	0.49	0.7
284402	6.0893	6.1516	0.0623	0.0623	0.38	0.61
284403	7.0846	6.9768	-0.1077	-0.1077	0.11	0.33
284406	6.4038	6.4516	0.0478	0.0478	0.43	0.65
284412	5.9221	5.879	-0.0432	-0.0432	0.79	0.89
284415	6.3777	6.3791	0.0014	0.0014	0.96	0.98
284417	6.9222	6.8122	-0.11	-0.11	0.063	0.26
284418	7.4046	7.2434	-0.1612	-0.1612	0.022	0.2
284422	7.1438	6.9758	-0.168	-0.168	0.024	0.2
284424	6.9459	6.8364	-0.1094	-0.1094	0.06	0.25
284427	6.8527	6.76	-0.0928	-0.0928	0.075	0.28
284433	7.4481	7.2007	-0.2474	-0.2474	0.21	0.44
284434	6.5858	6.5415	-0.0443	-0.0443	0.14	0.37
284439	7.8508	7.6828	-0.1681	-0.1681	0.059	0.25
284440	7.0198	6.9723	-0.0475	-0.0475	0.52	0.72
284443	6.3597	6.4507	0.0909	0.0909	0.11	0.32
284451	7.4276	7.2173	-0.2102	-0.2102	0.0018	0.18
284454	6.8644	6.8129	-0.0515	-0.0515	0.69	0.83
284459	6.5296	6.5894	0.0598	0.0598	0.3	0.53
284467	7.5392	7.3513	-0.1879	-0.1879	0.026	0.21
284485	6.4311	6.4196	-0.0115	-0.0115	0.86	0.93
284486	6.5577	6.4766	-0.0811	-0.0811	0.048	0.24
284521	6.249	6.2266	-0.0225	-0.0225	0.52	0.72
284525	5.8203	5.8022	-0.0181	-0.0181	0.49	0.7
284532	5.8358	5.8516	0.0157	0.0157	0.74	0.86
284541	6.3728	6.3049	-0.068	-0.068	0.13	0.35
284546	6.0071	6.0619	0.0548	0.0548	0.12	0.34
284551	6.5875	6.5482	-0.0393	-0.0393	0.23	0.47
284565	7.0543	6.9951	-0.0592	-0.0592	0.36	0.59
284573	6.5912	6.4933	-0.0979	-0.0979	0.011	0.19
284578	6.0217	6.0003	-0.0213	-0.0213	0.67	0.82
284593	6.7496	6.6656	-0.084	-0.084	0.24	0.48
284611	6.4363	6.5564	0.1201	0.1201	0.19	0.42
284612	9.4965	9.3212	-0.1753	-0.1753	0.19	0.42
284613	6.95	6.857	-0.093	-0.093	0.011	0.19
284615	6.7656	6.7179	-0.0477	-0.0477	0.41	0.63
284618	6.6459	6.6082	-0.0377	-0.0377	0.41	0.63
284632	6.7658	6.7116	-0.0542	-0.0542	0.57	0.75
284648	6.9391	6.819	-0.1201	-0.1201	0.031	0.22
284654	7.2561	7.0858	-0.1702	-0.1702	0.0013	0.18
284656	7.3587	7.2026	-0.1561	-0.1561	0.02	0.2
284661	6.1682	6.1251	-0.0431	-0.0431	0.18	0.41
284677	6.8472	6.7754	-0.0718	-0.0718	0.16	0.39
284680	6.7169	6.6664	-0.0505	-0.0505	0.31	0.54
284688	5.8678	5.8568	-0.011	-0.011	0.73	0.86
284695	6.5302	6.7757	0.2455	0.2455	0.044	0.24
284697	6.2012	6.2571	0.0559	0.0559	0.29	0.53
284702	6.4141	6.4842	0.0701	0.0701	0.6	0.77
284716	7.4433	7.3072	-0.136	-0.136	0.033	0.22
284723	8.1562	7.8466	-0.3095	-0.3095	0.036	0.22
284729	7.5106	7.3317	-0.1789	-0.1789	0.02	0.2
284739	7.5939	7.4508	-0.1431	-0.1431	0.099	0.31
284749	6.0976	6.0013	-0.0963	-0.0963	0.022	0.2
284751	6.9153	6.9015	-0.0139	-0.0139	0.85	0.93
284756	6.6599	6.5939	-0.066	-0.066	0.092	0.3
284759	6.7507	6.651	-0.0997	-0.0997	0.031	0.22
284788	5.8181	5.8063	-0.0118	-0.0118	0.71	0.84
284798	6.2508	6.2423	-0.0085	-0.0085	0.85	0.93
284800	6.4074	6.319	-0.0885	-0.0885	0.18	0.42
284802	6.3652	6.4555	0.0903	0.0903	0.42	0.64
284805	6.5557	6.5056	-0.0501	-0.0501	0.19	0.42
284827	7.0278	6.8277	-0.2001	-0.2001	0.0055	0.18
284835	6.1755	6.2291	0.0536	0.0536	0.31	0.55
284836	6.5691	6.6153	0.0461	0.0461	0.41	0.63
284837	6.3471	6.3809	0.0338	0.0338	0.35	0.58
284900	6.2032	6.232	0.0287	0.0287	0.38	0.61
284904	6.7083	6.6818	-0.0264	-0.0264	0.52	0.72
284942	7.4781	7.2937	-0.1844	-0.1844	0.12	0.33
284948	7.1678	6.9793	-0.1885	-0.1885	0.0033	0.18
284992	6.0826	6.0605	-0.0221	-0.0221	0.43	0.64
284996	7.3456	7.4257	0.0801	0.0801	0.17	0.4
285016	7.0442	6.9706	-0.0736	-0.0736	0.09	0.3
285025	6.407	6.5066	0.0996	0.0996	0.29	0.52
285033	6.5548	6.8367	0.2818	0.2818	0.0074	0.18
285045	6.3151	6.247	-0.068	-0.068	0.043	0.23
285051	6.3572	6.3597	0.0025	0.0025	0.95	0.98
285074	5.6988	5.8594	0.1607	0.1607	0.04	0.23
285093	7.4052	7.2416	-0.1636	-0.1636	0.08	0.29
285103	6.4357	6.3861	-0.0497	-0.0497	0.32	0.55
285126	6.4504	6.3429	-0.1074	-0.1074	0.0017	0.18
285148	8.0523	8.1211	0.0688	0.0688	0.4	0.63
285154	6.3038	6.2378	-0.066	-0.066	0.14	0.36
285172	6.7757	6.9672	0.1915	0.1915	0.042	0.23
285175	6.4421	6.3997	-0.0424	-0.0424	0.15	0.38
285180	7.006	6.8853	-0.1207	-0.1207	0.0096	0.19
285190	6.7761	6.7328	-0.0433	-0.0433	0.51	0.71
285193	7.9169	7.7305	-0.1864	-0.1864	0.056	0.25
285194	6.1033	6.0534	-0.0499	-0.0499	0.18	0.42
285195	6.6889	6.6997	0.0107	0.0107	0.87	0.94
285203	6.6481	6.9044	0.2563	0.2563	0.071	0.27
285205	6.681	6.7409	0.0599	0.0599	0.37	0.59
285220	6.186	6.1616	-0.0244	-0.0244	0.38	0.6
285231	6.2647	6.2064	-0.0583	-0.0583	0.1	0.31
285237	6.8805	7.0245	0.144	0.144	0.092	0.3
285242	6.5885	6.5109	-0.0776	-0.0776	0.12	0.34
285267	6.3141	6.3244	0.0103	0.0103	0.75	0.87
285268	7.2012	7.1948	-0.0065	-0.0065	0.87	0.93
285282	7.3091	7.5269	0.2178	0.2178	0.047	0.24
285313	6.1585	6.1493	-0.0092	-0.0092	0.88	0.94
285315	6.2097	6.3152	0.1056	0.1056	0.088	0.3
285326	5.9831	5.967	-0.0161	-0.0161	0.53	0.73
285331	6.212	6.3687	0.1568	0.1568	0.006	0.18
285335	5.908	5.9003	-0.0078	-0.0078	0.82	0.91
285343	7.4881	7.6573	0.1692	0.1692	0.23	0.46
285349	6.0813	6.0834	0.0021	0.0021	0.95	0.98
285352	6.5899	6.6053	0.0154	0.0154	0.67	0.82
285359	6.534	6.705	0.1711	0.1711	0.0061	0.18
285362	6.9378	6.917	-0.0208	-0.0208	0.65	0.81
285367	7.568	7.6319	0.064	0.064	0.43	0.65
285368	7.9134	7.7497	-0.1637	-0.1637	0.097	0.31
285370	6.8251	6.7625	-0.0626	-0.0626	0.19	0.42
285375	6.9661	6.839	-0.1271	-0.1271	0.076	0.28
285381	7.7564	8.0507	0.2943	0.2943	0.0022	0.18
285382	7.7033	7.4817	-0.2215	-0.2215	0.032	0.22
285386	6.2721	6.4946	0.2224	0.2224	0.2	0.43
285401	5.9042	5.9038	-5e-04	-5e-04	0.99	0.99
285419	7.1204	7.0514	-0.069	-0.069	0.72	0.85
285429	6.1327	6.1617	0.0289	0.0289	0.57	0.75
285440	6.6235	6.6856	0.0621	0.0621	0.44	0.65
285441	6.434	6.3981	-0.0359	-0.0359	0.31	0.54
285456	6.239	6.2324	-0.0066	-0.0066	0.86	0.93
285464	6.8173	6.9284	0.111	0.111	0.33	0.56
285489	7.7469	7.6315	-0.1155	-0.1155	0.12	0.34
285498	6.4678	6.4222	-0.0456	-0.0456	0.18	0.41
285501	6.6528	6.6229	-0.0299	-0.0299	0.68	0.82
285512	6.366	6.3724	0.0064	0.0064	0.89	0.95
285513	6.8904	6.8088	-0.0816	-0.0816	0.14	0.37
285521	7.313	7.4916	0.1786	0.1786	0.042	0.23
285525	7.3321	7.301	-0.0311	-0.0311	0.88	0.94
285527	6.7135	6.9744	0.2609	0.2609	0.013	0.19
285533	6.606	6.555	-0.051	-0.051	0.2	0.43
285547	6.5938	6.5062	-0.0877	-0.0877	0.054	0.25
285548	6.389	6.3517	-0.0373	-0.0373	0.44	0.66
285550	6.5846	6.6538	0.0691	0.0691	0.21	0.45
285555	5.9836	5.9565	-0.0271	-0.0271	0.35	0.58
285577	6.8403	6.767	-0.0733	-0.0733	0.16	0.39
285588	5.9603	5.9382	-0.0221	-0.0221	0.6	0.77
285590	7.0191	7.0261	0.007	0.007	0.91	0.96
285593	6.1742	6.1568	-0.0174	-0.0174	0.65	0.81
285596	7.1283	6.9155	-0.2128	-0.2128	0.0038	0.18
285598	7.2416	7.1646	-0.077	-0.077	0.19	0.43
285600	6.0581	6.0986	0.0405	0.0405	0.37	0.6
285601	7.7385	7.5887	-0.1499	-0.1499	0.16	0.39
285605	7.3969	7.4194	0.0225	0.0225	0.85	0.93
285613	7.1233	7.0032	-0.1202	-0.1202	0.024	0.2
285622	6.1306	6.0954	-0.0352	-0.0352	0.28	0.51
285627	6.0892	6.0547	-0.0345	-0.0345	0.37	0.59
285629	6.037	6.0243	-0.0127	-0.0127	0.8	0.9
285636	6.7977	7.0269	0.2292	0.2292	0.047	0.24
285641	6.2079	6.1804	-0.0275	-0.0275	0.38	0.6
285643	6.6856	6.6157	-0.0699	-0.0699	0.28	0.51
285659	7.3581	7.4262	0.0681	0.0681	0.31	0.55
285668	6.5437	6.4527	-0.091	-0.091	0.065	0.26
285671	6.6022	6.6792	0.077	0.077	0.27	0.51
285672	6.7472	6.8963	0.1491	0.1491	0.066	0.26
285676	6.8546	6.7332	-0.1214	-0.1214	0.014	0.19
285679	5.8983	5.9296	0.0314	0.0314	0.49	0.69
285692	6.0914	6.0625	-0.0289	-0.0289	0.41	0.63
285696	6.6915	6.5903	-0.1012	-0.1012	0.093	0.3
285704	7.5028	7.4813	-0.0215	-0.0215	0.68	0.82
285733	6.1929	6.1337	-0.0592	-0.0592	0.32	0.55
285735	5.886	5.8665	-0.0195	-0.0195	0.53	0.73
285740	6.2398	6.1938	-0.046	-0.046	0.17	0.4
285753	6.2024	6.2896	0.0872	0.0872	0.034	0.22
285755	6.3818	6.6215	0.2397	0.2397	0.002	0.18
285759	6.1691	6.0928	-0.0763	-0.0763	0.021	0.2
285761	6.8895	6.9779	0.0884	0.0884	0.1	0.31
285768	6.1207	6.0814	-0.0393	-0.0393	0.31	0.55
285780	6.4457	6.3703	-0.0754	-0.0754	0.085	0.29
285782	6.0423	6.0433	0.001	0.001	0.97	0.99
285796	6.2534	6.2151	-0.0383	-0.0383	0.3	0.53
285800	7.9064	7.707	-0.1994	-0.1994	0.064	0.26
285830	6.0293	5.86	-0.1693	-0.1693	0.021	0.2
285847	6.7492	6.6501	-0.0991	-0.0991	0.041	0.23
285848	6.724	6.6832	-0.0408	-0.0408	0.28	0.52
285852	6.9144	6.7586	-0.1558	-0.1558	0.00089	0.18
285855	8.5516	8.905	0.3534	0.3534	0.018	0.2
285877	6.752	6.6417	-0.1104	-0.1104	0.053	0.25
285888	6.2814	6.2282	-0.0531	-0.0531	0.094	0.3
285905	6.108	6.1491	0.0411	0.0411	0.47	0.68
285908	6.7135	6.6256	-0.0879	-0.0879	0.093	0.3
285941	6.3036	6.264	-0.0396	-0.0396	0.28	0.51
285954	5.979	5.9603	-0.0187	-0.0187	0.52	0.72
285955	6.298	6.2635	-0.0345	-0.0345	0.42	0.64
285958	6.6756	6.6075	-0.0681	-0.0681	0.26	0.5
285961	7.4972	7.3075	-0.1897	-0.1897	0.02	0.2
285962	6.5186	6.4298	-0.0888	-0.0888	0.033	0.22
285965	6.1013	6.0577	-0.0436	-0.0436	0.27	0.5
285966	6.2083	6.3318	0.1235	0.1235	0.21	0.45
285971	7.5269	7.3425	-0.1844	-0.1844	0.029	0.21
285972	6.2736	6.2133	-0.0603	-0.0603	0.14	0.37
285973	6.9025	6.806	-0.0965	-0.0965	0.037	0.22
