ID	Mean_Control	Mean_Patient	Mean_Change	LogFC	Pvalue	FDR
220359	7.9141	7.6281	-0.286	-0.286	0.004	0.18
220382	7.328	7.2594	-0.0686	-0.0686	0.44	0.65
220388	6.2066	6.1518	-0.0548	-0.0548	0.18	0.41
220429	5.6176	5.715	0.0974	0.0974	0.15	0.38
220441	6.4718	6.5214	0.0496	0.0496	0.36	0.59
220594	6.2517	6.3317	0.08	0.08	0.25	0.48
220729	7.538	7.5948	0.0568	0.0568	0.54	0.73
220832	6.5217	6.5612	0.0395	0.0395	0.58	0.76
220906	6.4036	6.5047	0.1011	0.1011	0.094	0.3
220929	6.4986	6.6588	0.1602	0.1602	0.07	0.27
220930	7.7489	7.7211	-0.0279	-0.0279	0.77	0.88
220963	6.648	6.6051	-0.0429	-0.0429	0.31	0.54
220965	7.4106	7.2088	-0.2018	-0.2018	0.15	0.37
220972	6.8843	6.9811	0.0968	0.0968	0.39	0.61
220979	7.0581	6.9748	-0.0833	-0.0833	0.081	0.29
220980	6.6927	6.6065	-0.0862	-0.0862	0.063	0.26
220988	6.4251	6.6512	0.2261	0.2261	0.0083	0.19
220992	6.7754	6.7831	0.0077	0.0077	0.84	0.92
221002	6.8934	6.8758	-0.0176	-0.0176	0.53	0.73
221016	7.1279	7.2368	0.109	0.109	0.36	0.59
221035	7.2538	7.4507	0.1968	0.1968	0.014	0.19
221037	7.3017	7.3743	0.0727	0.0727	0.45	0.67
221044	6.9953	6.8502	-0.1451	-0.1451	0.0057	0.18
221060	6.6703	6.5651	-0.1052	-0.1052	0.042	0.23
221061	6.8715	6.9905	0.119	0.119	0.11	0.33
221074	6.0386	6.0317	-0.0068	-0.0068	0.78	0.88
221078	6.3855	6.579	0.1936	0.1936	0.1	0.32
221079	7.1608	7.3254	0.1646	0.1646	0.11	0.32
221091	7.0387	6.9829	-0.0558	-0.0558	0.24	0.47
221092	8.1341	8.1184	-0.0158	-0.0158	0.81	0.9
221120	7.1876	7.3206	0.133	0.133	0.14	0.36
221122	6.3726	6.2737	-0.0989	-0.0989	0.038	0.23
221143	6.9695	7.1359	0.1664	0.1664	0.023	0.2
221150	6.0364	6.0957	0.0594	0.0594	0.16	0.39
221154	7.6842	7.8314	0.1473	0.1473	0.21	0.45
221178	6.5996	6.6129	0.0134	0.0134	0.61	0.78
221184	7.3981	7.4578	0.0597	0.0597	0.35	0.58
221188	7.1166	7.0128	-0.1038	-0.1038	0.034	0.22
221191	6.5285	6.4781	-0.0505	-0.0505	0.17	0.4
221223	6.4423	6.3867	-0.0556	-0.0556	0.22	0.45
221241	5.9736	5.9845	0.0108	0.0108	0.7	0.84
221262	6.3433	6.3282	-0.0151	-0.0151	0.83	0.91
221264	6.1731	6.2445	0.0714	0.0714	0.13	0.35
221294	7.6657	7.7168	0.0511	0.0511	0.72	0.85
221301	6.2122	6.1844	-0.0278	-0.0278	0.52	0.72
221302	6.0841	6.1419	0.0578	0.0578	0.14	0.36
221303	7.8894	7.707	-0.1823	-0.1823	0.0099	0.19
221322	5.967	6.0163	0.0493	0.0493	0.15	0.38
221336	6.2143	6.2382	0.0239	0.0239	0.5	0.7
221357	6.3858	6.2969	-0.089	-0.089	0.094	0.3
221391	6.4195	6.3417	-0.0778	-0.0778	0.095	0.31
221393	6.2473	6.2069	-0.0404	-0.0404	0.34	0.57
221395	7.6047	7.5682	-0.0365	-0.0365	0.78	0.89
221400	6.3245	6.2417	-0.0828	-0.0828	0.041	0.23
221409	6.7566	6.6793	-0.0774	-0.0774	0.085	0.29
221416	7.0304	6.878	-0.1525	-0.1525	0.0081	0.19
221421	6.4575	6.4169	-0.0405	-0.0405	0.18	0.41
221424	6.743	6.7066	-0.0363	-0.0363	0.26	0.5
221438	6.1986	6.1196	-0.079	-0.079	0.21	0.44
221442	6.2258	6.2286	0.0027	0.0027	0.93	0.97
221443	7.1735	7.2888	0.1152	0.1152	0.12	0.33
221458	6.3615	6.3054	-0.0561	-0.0561	0.09	0.3
221468	6.4813	6.4511	-0.0302	-0.0302	0.39	0.61
221472	7.0009	6.9173	-0.0837	-0.0837	0.054	0.25
221476	7.1413	6.9736	-0.1676	-0.1676	0.068	0.27
221477	7.6442	7.8257	0.1815	0.1815	0.078	0.28
221481	7.0043	6.9665	-0.0378	-0.0378	0.4	0.63
221491	7.3509	7.1965	-0.1544	-0.1544	0.022	0.2
221496	7.4155	7.4777	0.0622	0.0622	0.35	0.58
221504	7.0396	7.1478	0.1082	0.1082	0.3	0.53
221584	6.7535	6.6725	-0.081	-0.081	0.064	0.26
221613	6.5621	6.467	-0.0951	-0.0951	0.17	0.4
221656	7.1871	7.3849	0.1978	0.1978	0.053	0.25
221662	8.884	8.7058	-0.1782	-0.1782	0.13	0.36
221687	6.467	6.419	-0.048	-0.048	0.27	0.51
221692	6.4679	6.4809	0.013	0.013	0.66	0.81
221710	7.9271	7.8558	-0.0713	-0.0713	0.26	0.49
221711	5.987	5.9839	-0.0031	-0.0031	0.9	0.95
221718	6.2514	6.1939	-0.0575	-0.0575	0.2	0.44
221749	7.0134	7.3248	0.3114	0.3114	0.082	0.29
221756	7.5355	7.3565	-0.1791	-0.1791	0.093	0.3
221785	6.814	6.7955	-0.0185	-0.0185	0.62	0.79
221786	6.5511	6.5791	0.028	0.028	0.53	0.73
221806	6.1381	6.1102	-0.0279	-0.0279	0.36	0.59
221823	6.2939	6.3004	0.0066	0.0066	0.87	0.93
221830	7.06	7.2598	0.1999	0.1999	0.0065	0.18
221833	6.7041	6.6273	-0.0768	-0.0768	0.1	0.32
221883	7.2006	7.103	-0.0975	-0.0975	0.2	0.44
221895	7.4817	7.531	0.0493	0.0493	0.55	0.74
221908	7.611	7.4636	-0.1474	-0.1474	0.037	0.22
221914	7.3878	7.233	-0.1549	-0.1549	0.019	0.2
221927	7.5044	7.3881	-0.1163	-0.1163	0.0092	0.19
221935	7.1203	7.0361	-0.0843	-0.0843	0.028	0.21
221937	7.695	7.6181	-0.0769	-0.0769	0.23	0.46
221938	6.7486	6.675	-0.0736	-0.0736	0.059	0.25
221955	7.1869	7.3622	0.1754	0.1754	0.071	0.27
221960	5.5953	5.6115	0.0162	0.0162	0.75	0.87
221981	6.5007	6.5077	0.0071	0.0071	0.9	0.95
222008	7.2254	7.0688	-0.1566	-0.1566	0.022	0.2
222029	6.316	6.262	-0.054	-0.054	0.4	0.63
222068	8.1602	8.2515	0.0913	0.0913	0.34	0.57
222161	6.2918	6.4091	0.1173	0.1173	0.28	0.51
222166	8.0463	7.9081	-0.1383	-0.1383	0.19	0.42
222171	7.0816	6.9866	-0.095	-0.095	0.12	0.33
222183	7.7193	7.5425	-0.1768	-0.1768	0.026	0.21
222194	6.7811	7.0034	0.2223	0.2223	0.0078	0.19
222223	6.7777	6.8812	0.1035	0.1035	0.4	0.63
222229	7.4365	7.3936	-0.0429	-0.0429	0.27	0.5
222234	6.3665	6.5902	0.2236	0.2236	0.032	0.22
222235	5.91	5.9198	0.0098	0.0098	0.68	0.82
222236	6.5911	6.7552	0.164	0.164	0.059	0.25
222255	6.5636	6.5421	-0.0216	-0.0216	0.41	0.63
222256	6.287	6.2536	-0.0334	-0.0334	0.28	0.51
222389	6.4035	6.5582	0.1547	0.1547	0.055	0.25
222484	7.3707	7.4653	0.0945	0.0945	0.36	0.58
222487	6.9689	6.8569	-0.1119	-0.1119	0.039	0.23
222537	6.7016	6.801	0.0994	0.0994	0.3	0.53
222545	5.9947	5.9919	-0.0028	-0.0028	0.95	0.98
222546	6.1618	6.1489	-0.0129	-0.0129	0.61	0.78
222553	6.6555	6.5796	-0.0758	-0.0758	0.031	0.22
222584	7.2459	7.1537	-0.0921	-0.0921	0.15	0.38
222611	6.2402	6.1753	-0.0649	-0.0649	0.062	0.26
222642	6.6924	6.5674	-0.125	-0.125	0.019	0.2
222643	6.7048	6.6303	-0.0745	-0.0745	0.065	0.26
222658	7.0516	7.3031	0.2515	0.2515	0.033	0.22
222659	5.9801	5.9841	0.004	0.004	0.88	0.94
222662	7.0662	6.874	-0.1923	-0.1923	0.003	0.18
222663	6.9549	6.8676	-0.0873	-0.0873	0.05	0.24
222696	6.3813	6.3012	-0.0801	-0.0801	0.016	0.2
222698	6.5168	6.4819	-0.0349	-0.0349	0.51	0.71
222699	7.4353	7.2711	-0.1642	-0.1642	0.0056	0.18
222826	6.5554	6.4783	-0.0771	-0.0771	0.051	0.25
222865	6.9804	6.8994	-0.081	-0.081	0.1	0.31
222894	6.8654	6.7907	-0.0747	-0.0747	0.1	0.32
222901	6.4988	6.5244	0.0256	0.0256	0.61	0.78
222950	7.5709	7.3447	-0.2262	-0.2262	0.0082	0.19
222962	7.4348	7.4712	0.0363	0.0363	0.58	0.76
223075	6.243	6.2024	-0.0406	-0.0406	0.17	0.4
223082	8.2383	8.1959	-0.0424	-0.0424	0.58	0.76
223117	6.0305	6.0458	0.0153	0.0153	0.64	0.8
225689	7.4638	7.2935	-0.1703	-0.1703	0.023	0.2
245711	6.1192	6.1189	-3e-04	-3e-04	0.99	1
245802	6.0923	6.041	-0.0513	-0.0513	0.17	0.39
245806	8.6867	8.7889	0.1021	0.1021	0.64	0.8
245812	6.6403	6.6456	0.0053	0.0053	0.89	0.95
245913	5.7455	5.7319	-0.0136	-0.0136	0.72	0.85
245915	6.1298	6.0771	-0.0527	-0.0527	0.39	0.61
245928	5.7472	5.8278	0.0805	0.0805	0.13	0.35
245929	6.5487	6.4393	-0.1094	-0.1094	0.18	0.42
245930	5.8981	5.9271	0.029	0.029	0.57	0.75
245932	6.2595	6.2572	-0.0023	-0.0023	0.95	0.98
245934	6.0584	6.0749	0.0165	0.0165	0.73	0.86
245936	6.6783	6.536	-0.1422	-0.1422	0.12	0.33
245937	6.9753	6.7844	-0.1908	-0.1908	0.014	0.19
245938	6.0018	6.0605	0.0586	0.0586	0.24	0.48
245939	5.7524	5.781	0.0286	0.0286	0.63	0.79
245972	6.1715	6.1696	-0.0019	-0.0019	0.95	0.98
245973	6.6188	6.5539	-0.0649	-0.0649	0.082	0.29
246119	6.5411	6.4252	-0.1159	-0.1159	0.074	0.28
246126	6.2029	6.2222	0.0193	0.0193	0.82	0.91
246175	7.667	7.7174	0.0504	0.0504	0.51	0.71
246176	7.2888	7.1012	-0.1876	-0.1876	0.0024	0.18
246181	7.4612	7.2411	-0.22	-0.22	0.0091	0.19
246182	6.7888	6.7014	-0.0873	-0.0873	0.025	0.21
246184	6.5752	6.7759	0.2007	0.2007	0.0075	0.18
246213	6.205	6.1688	-0.0362	-0.0362	0.15	0.38
246243	7.461	7.556	0.095	0.095	0.14	0.36
246269	6.4062	6.5245	0.1183	0.1183	0.083	0.29
246329	10.2527	9.9271	-0.3256	-0.3256	0.05	0.24
246330	7.3205	7.1877	-0.1328	-0.1328	0.038	0.23
246705	5.954	5.9454	-0.0086	-0.0086	0.85	0.93
246721	6.701	6.6977	-0.0034	-0.0034	0.97	0.98
246754	6.2136	6.1649	-0.0487	-0.0487	0.21	0.45
246777	6.109	6.2327	0.1238	0.1238	0.028	0.21
246778	7.1315	7.0177	-0.1138	-0.1138	0.047	0.24
252839	7.3558	7.2355	-0.1203	-0.1203	0.044	0.24
252884	6.4169	6.3859	-0.0311	-0.0311	0.49	0.69
252948	5.93	5.9812	0.0511	0.0511	0.18	0.41
252950	6.6339	6.6077	-0.0262	-0.0262	0.6	0.77
252951	5.7932	5.7631	-0.0301	-0.0301	0.68	0.82
252952	5.9331	6.0099	0.0768	0.0768	0.18	0.41
252954	6.0882	6.0117	-0.0765	-0.0765	0.16	0.39
252969	7.4782	7.4351	-0.0431	-0.0431	0.35	0.58
252983	6.1914	6.2353	0.0439	0.0439	0.25	0.48
252995	8.6115	8.4405	-0.171	-0.171	0.48	0.69
253012	5.9958	5.9996	0.0038	0.0038	0.91	0.95
253017	7.9607	8.0785	0.1178	0.1178	0.66	0.81
253039	6.1535	6.2413	0.0878	0.0878	0.38	0.6
253128	6.3966	6.3558	-0.0408	-0.0408	0.12	0.34
253143	6.6568	6.7537	0.097	0.097	0.074	0.28
253152	6.5086	6.4883	-0.0203	-0.0203	0.48	0.68
253190	6.1488	6.1757	0.0269	0.0269	0.59	0.76
253260	7.5021	7.7847	0.2826	0.2826	0.087	0.29
253314	7.047	6.9566	-0.0904	-0.0904	0.015	0.19
253430	6.9305	7.0531	0.1226	0.1226	0.2	0.44
253461	6.8331	6.9336	0.1005	0.1005	0.37	0.6
253512	7.8097	7.9216	0.1119	0.1119	0.56	0.75
253558	6.8401	6.9592	0.1191	0.1191	0.19	0.42
253559	6.8534	6.9254	0.072	0.072	0.65	0.81
253573	6.2381	6.1554	-0.0828	-0.0828	0.015	0.19
253582	6.2722	6.2325	-0.0398	-0.0398	0.46	0.67
253635	6.3089	6.3432	0.0343	0.0343	0.42	0.64
253639	6.6901	6.6682	-0.0219	-0.0219	0.51	0.71
253650	5.9679	5.9713	0.0034	0.0034	0.89	0.95
253714	6.1044	6.1117	0.0073	0.0073	0.8	0.89
253724	6.1333	6.1304	-0.0028	-0.0028	0.91	0.96
253725	7.4883	7.4767	-0.0116	-0.0116	0.82	0.91
253738	7.3825	7.3569	-0.0256	-0.0256	0.69	0.83
253769	6.5958	6.6006	0.0048	0.0048	0.9	0.95
253782	7.2117	7.6499	0.4383	0.4383	0.11	0.32
253827	8.4787	8.3272	-0.1515	-0.1515	0.24	0.48
253832	7.8035	7.8828	0.0793	0.0793	0.24	0.48
253868	7.8027	7.5619	-0.2408	-0.2408	0.012	0.19
253935	5.8856	5.8931	0.0075	0.0075	0.8	0.89
253943	8.029	8.3669	0.3379	0.3379	0.0056	0.18
253959	6.8415	6.9487	0.1072	0.1072	0.25	0.49
253970	6.1282	6.1121	-0.016	-0.016	0.75	0.87
253980	6.8027	6.7811	-0.0216	-0.0216	0.52	0.72
253982	6.8569	6.8216	-0.0352	-0.0352	0.41	0.63
254013	6.3684	6.4759	0.1075	0.1075	0.066	0.26
254042	6.6363	6.7045	0.0681	0.0681	0.14	0.36
254048	7.1179	7.2948	0.1769	0.1769	0.017	0.2
254050	6.4924	6.4666	-0.0257	-0.0257	0.36	0.59
254065	6.4793	6.6013	0.122	0.122	0.11	0.33
254102	8.2658	8.0639	-0.2019	-0.2019	0.035	0.22
254122	6.6919	6.658	-0.0339	-0.0339	0.29	0.53
254158	5.8462	5.8983	0.0522	0.0522	0.081	0.29
254170	6.8002	6.9081	0.1079	0.1079	0.049	0.24
254173	7.4557	7.2239	-0.2318	-0.2318	0.0047	0.18
254187	7.5428	7.3414	-0.2013	-0.2013	0.017	0.2
254225	7.1698	7.2422	0.0723	0.0723	0.46	0.67
254228	6.5379	6.5706	0.0327	0.0327	0.63	0.79
254240	6.0212	6.0384	0.0172	0.0172	0.57	0.75
254251	6.777	7.0183	0.2413	0.2413	0.012	0.19
254263	6.9785	6.8993	-0.0792	-0.0792	0.15	0.38
254268	6.19	6.1526	-0.0374	-0.0374	0.26	0.5
254272	7.5617	7.3713	-0.1903	-0.1903	0.036	0.22
254295	7.4406	7.4319	-0.0087	-0.0087	0.88	0.94
254312	6.0229	6.0277	0.0049	0.0049	0.88	0.94
254359	7.3625	7.2239	-0.1386	-0.1386	0.031	0.22
254394	6.517	6.5396	0.0226	0.0226	0.39	0.61
254427	7.2087	7.1899	-0.0187	-0.0187	0.76	0.87
254428	8.3727	8.5186	0.1459	0.1459	0.51	0.71
254439	7.4019	7.1659	-0.236	-0.236	0.0097	0.19
254528	5.9225	5.9517	0.0293	0.0293	0.19	0.43
254531	7.2407	7.1607	-0.08	-0.08	0.1	0.32
254552	7.7214	7.5902	-0.1312	-0.1312	0.19	0.42
254559	6.7248	6.691	-0.0338	-0.0338	0.39	0.61
254773	6.1286	6.1029	-0.0257	-0.0257	0.52	0.71
254778	6.9119	6.8135	-0.0984	-0.0984	0.045	0.24
254783	6.0057	6.0291	0.0234	0.0234	0.49	0.7
254786	5.9479	5.9556	0.0078	0.0078	0.9	0.95
254827	6.1932	6.1789	-0.0143	-0.0143	0.78	0.89
254863	7.1219	7.202	0.0801	0.0801	0.4	0.62
254879	6.3802	6.2708	-0.1093	-0.1093	0.066	0.26
254887	6.8198	6.7742	-0.0456	-0.0456	0.19	0.42
254910	7.7102	7.5133	-0.1969	-0.1969	0.058	0.25
254950	6.212	6.201	-0.0109	-0.0109	0.9	0.95
254956	6.1751	6.2034	0.0283	0.0283	0.44	0.65
254958	7.1363	6.9224	-0.214	-0.214	0.25	0.49
254973	5.9195	5.9041	-0.0154	-0.0154	0.83	0.91
255022	6.6854	6.6147	-0.0707	-0.0707	0.064	0.26
255025	5.7356	5.7444	0.0088	0.0088	0.77	0.88
255027	6.7238	6.8693	0.1455	0.1455	0.016	0.2
255031	6.538	6.6648	0.1268	0.1268	0.35	0.58
255043	7.054	6.9755	-0.0784	-0.0784	0.047	0.24
255057	7.7083	7.5253	-0.183	-0.183	0.052	0.25
255061	6.9747	6.7551	-0.2196	-0.2196	0.0012	0.18
255082	6.2304	6.2161	-0.0143	-0.0143	0.64	0.8
255101	6.8566	6.7806	-0.0759	-0.0759	0.029	0.21
255104	6.6319	6.5938	-0.038	-0.038	0.22	0.45
255119	6.1858	6.1736	-0.0123	-0.0123	0.73	0.86
255130	6.4263	6.4268	5e-04	5e-04	0.99	0.99
255167	6.5134	6.5133	-1e-04	-1e-04	1	1
255189	6.6429	6.6551	0.0122	0.0122	0.8	0.9
255193	6.8315	6.7219	-0.1096	-0.1096	0.071	0.27
255220	5.8156	5.8204	0.0048	0.0048	0.91	0.95
255231	6.1525	6.1093	-0.0431	-0.0431	0.12	0.33
255239	7.5065	7.3602	-0.1463	-0.1463	0.054	0.25
255252	7.0306	7.0828	0.0522	0.0522	0.27	0.5
255275	7.2703	7.1205	-0.1498	-0.1498	0.045	0.24
255324	5.912	5.9066	-0.0054	-0.0054	0.89	0.94
255330	6.9326	6.8427	-0.0899	-0.0899	0.065	0.26
255349	6.0792	6.0205	-0.0587	-0.0587	0.27	0.5
255352	6.537	6.5018	-0.0352	-0.0352	0.34	0.57
255374	7.1679	7.0366	-0.1313	-0.1313	0.019	0.2
255394	7.8117	7.9164	0.1047	0.1047	0.62	0.79
255403	6.5956	6.7388	0.1431	0.1431	0.13	0.35
255411	6.1174	6.1122	-0.0051	-0.0051	0.88	0.94
255426	7.0835	6.9628	-0.1207	-0.1207	0.023	0.2
255488	8.8786	8.9327	0.054	0.054	0.76	0.88
255512	6.785	6.7677	-0.0173	-0.0173	0.84	0.92
255520	6.303	6.5155	0.2125	0.2125	0.02	0.2
255626	5.8553	5.8443	-0.011	-0.011	0.78	0.89
255631	6.4644	6.3991	-0.0653	-0.0653	0.026	0.21
255725	6.4014	6.4421	0.0407	0.0407	0.3	0.54
255738	7.553	7.3469	-0.206	-0.206	0.017	0.2
255743	7.1621	7.2335	0.0714	0.0714	0.72	0.85
255758	6.4432	6.4778	0.0346	0.0346	0.36	0.59
255762	6.3631	6.2988	-0.0643	-0.0643	0.16	0.39
255783	7.5881	7.4251	-0.163	-0.163	0.044	0.24
255798	8.2379	8.1949	-0.043	-0.043	0.91	0.95
255809	6.3556	6.376	0.0204	0.0204	0.62	0.78
255812	8.3555	8.3449	-0.0106	-0.0106	0.92	0.96
255877	7.124	7.0253	-0.0986	-0.0986	0.088	0.29
255919	7.7901	7.9265	0.1364	0.1364	0.18	0.41
255926	5.9109	5.9129	0.002	0.002	0.94	0.97
255928	6.424	6.3737	-0.0503	-0.0503	0.24	0.48
255967	6.993	7.0745	0.0814	0.0814	0.37	0.6
256006	6.0269	6.0094	-0.0175	-0.0175	0.58	0.76
256051	6.3651	6.4047	0.0395	0.0395	0.37	0.6
256076	6.498	6.4363	-0.0618	-0.0618	0.044	0.24
256126	6.4152	6.4157	5e-04	5e-04	0.99	1
256130	6.153	6.0815	-0.0714	-0.0714	0.07	0.27
256144	6.1072	6.0374	-0.0697	-0.0697	0.075	0.28
256148	6.1659	6.1334	-0.0325	-0.0325	0.51	0.71
256223	6.3785	6.4762	0.0977	0.0977	0.17	0.4
256227	6.1264	6.1327	0.0064	0.0064	0.89	0.95
256236	7.0731	6.9667	-0.1063	-0.1063	0.11	0.32
256281	7.3477	7.2963	-0.0515	-0.0515	0.47	0.68
256297	7.0513	6.9947	-0.0566	-0.0566	0.3	0.54
256302	8.0248	7.916	-0.1088	-0.1088	0.26	0.49
256309	6.8694	6.8034	-0.066	-0.066	0.11	0.33
256329	7.9367	7.7532	-0.1835	-0.1835	0.09	0.3
256355	8.2065	8.0268	-0.1796	-0.1796	0.084	0.29
256356	6.3991	6.5618	0.1627	0.1627	0.0053	0.18
256364	6.874	6.8862	0.0122	0.0122	0.8	0.89
256369	6.3265	6.3055	-0.021	-0.021	0.39	0.62
256380	6.636	6.6021	-0.0339	-0.0339	0.35	0.58
256394	6.5604	6.5403	-0.0202	-0.0202	0.64	0.8
256435	6.493	6.6479	0.1548	0.1548	0.1	0.32
256471	6.7076	6.8453	0.1378	0.1378	0.05	0.24
256472	7.6622	7.5234	-0.1388	-0.1388	0.12	0.33
256536	7.3345	7.1489	-0.1856	-0.1856	0.012	0.19
256586	6.531	6.5577	0.0267	0.0267	0.65	0.8
256643	6.4331	6.6079	0.1748	0.1748	0.053	0.25
256646	6.4189	6.3812	-0.0376	-0.0376	0.21	0.45
256691	7.1309	7.0081	-0.1227	-0.1227	0.29	0.53
256710	6.7111	6.6764	-0.0347	-0.0347	0.26	0.5
256714	6.4786	6.4671	-0.0115	-0.0115	0.65	0.81
256764	6.0155	6.0116	-0.0039	-0.0039	0.86	0.93
256815	5.9938	5.9821	-0.0117	-0.0117	0.74	0.86
256880	6.1507	6.2237	0.073	0.073	0.2	0.44
256892	6.0543	6.0329	-0.0214	-0.0214	0.5	0.7
256933	8.1265	7.8765	-0.25	-0.25	0.047	0.24
256949	8.1431	7.8919	-0.2511	-0.2511	0.02	0.2
256957	6.4547	6.3894	-0.0653	-0.0653	0.083	0.29
256979	6.0566	6.0263	-0.0303	-0.0303	0.27	0.51
256987	6.9358	6.9751	0.0393	0.0393	0.57	0.75
257000	6.7866	6.7635	-0.023	-0.023	0.67	0.82
257019	7.328	7.3963	0.0683	0.0683	0.34	0.57
257044	6.3695	6.3939	0.0244	0.0244	0.46	0.67
257062	6.3484	6.3124	-0.0361	-0.0361	0.24	0.48
257068	6.5147	6.4715	-0.0432	-0.0432	0.26	0.5
257101	7.0215	6.9244	-0.0971	-0.0971	0.039	0.23
257106	6.7058	6.6359	-0.0698	-0.0698	0.039	0.23
257144	6.4446	6.4239	-0.0207	-0.0207	0.51	0.71
257160	7.3486	7.556	0.2074	0.2074	0.075	0.28
257169	6.3747	6.3616	-0.0131	-0.0131	0.66	0.81
257177	6.5573	6.5055	-0.0518	-0.0518	0.61	0.78
257194	7.2043	7.089	-0.1153	-0.1153	0.1	0.32
257202	6.5587	6.5026	-0.0561	-0.0561	0.24	0.48
257203	5.7759	5.8731	0.0972	0.0972	0.049	0.24
257218	6.8525	6.994	0.1415	0.1415	0.044	0.24
257236	6.4333	6.3995	-0.0338	-0.0338	0.47	0.68
257240	7.9434	7.9402	-0.0033	-0.0033	0.98	0.99
257313	6.0288	6.0302	0.0014	0.0014	0.96	0.98
257357	6.0937	6.1075	0.0138	0.0138	0.78	0.89
257358	6.2483	6.1761	-0.0722	-0.0722	0.24	0.48
257364	6.5772	6.5973	0.0201	0.0201	0.74	0.86
257396	6.0711	6.1414	0.0703	0.0703	0.13	0.36
257397	7.0201	7.1497	0.1297	0.1297	0.12	0.34
257407	7.1355	7.075	-0.0604	-0.0604	0.25	0.49
257415	6.2553	6.296	0.0407	0.0407	0.28	0.51
257629	6.3509	6.2683	-0.0826	-0.0826	0.11	0.32
258010	7.1883	7.1996	0.0114	0.0114	0.89	0.95
259173	7.2966	7.1325	-0.164	-0.164	0.0076	0.18
259217	7.5448	7.5266	-0.0182	-0.0182	0.73	0.85
259230	6.7625	6.8731	0.1106	0.1106	0.15	0.38
259232	6.2111	6.2207	0.0095	0.0095	0.67	0.82
259234	6.4974	6.53	0.0326	0.0326	0.34	0.57
259236	7.0597	6.9912	-0.0685	-0.0685	0.19	0.42
259239	5.8173	5.8529	0.0356	0.0356	0.31	0.55
259240	5.9642	5.9534	-0.0109	-0.0109	0.76	0.88
259249	6.0584	6.1133	0.0549	0.0549	0.29	0.53
259266	5.9621	5.969	0.0069	0.0069	0.8	0.89
259282	7.2405	7.2857	0.0452	0.0452	0.46	0.67
259283	7.1757	7.1013	-0.0745	-0.0745	0.35	0.58
259285	6.4035	6.256	-0.1475	-0.1475	0.11	0.33
259286	6.0955	6.1265	0.0311	0.0311	0.58	0.76
259287	6.5961	6.575	-0.0211	-0.0211	0.74	0.86
259289	5.6271	5.7242	0.0971	0.0971	0.046	0.24
259290	5.8949	5.8717	-0.0232	-0.0232	0.77	0.88
259292	5.6755	5.613	-0.0626	-0.0626	0.28	0.51
259293	6.6199	6.6228	0.0029	0.0029	0.98	0.99
259294	6.212	6.2802	0.0682	0.0682	0.36	0.59
259295	5.8714	5.9369	0.0655	0.0655	0.3	0.54
259296	6.0519	6.0444	-0.0075	-0.0075	0.91	0.96
259307	6.6108	6.6249	0.0141	0.0141	0.64	0.8
259308	6.2692	6.2414	-0.0278	-0.0278	0.54	0.74
260293	6.4405	6.4452	0.0048	0.0048	0.95	0.98
260294	7.7456	7.419	-0.3266	-0.3266	0.009	0.19
260341	6.1233	6.1268	0.0035	0.0035	0.94	0.97
260425	6.5695	6.56	-0.0095	-0.0095	0.81	0.9
260429	7.5151	7.3579	-0.1572	-0.1572	0.04	0.23
260434	6.3911	6.3652	-0.0258	-0.0258	0.55	0.74
260436	5.9264	5.8765	-0.0499	-0.0499	0.13	0.34
261726	7.3982	7.8071	0.4088	0.4088	0.0012	0.18
261729	7.0128	6.9845	-0.0283	-0.0283	0.56	0.74
261734	7.1907	7.1124	-0.0784	-0.0784	0.1	0.31
266629	6.2047	6.1701	-0.0346	-0.0346	0.24	0.48
266655	7.7886	7.6439	-0.1447	-0.1447	0.16	0.39
266675	6.6933	6.6461	-0.0472	-0.0472	0.34	0.57
266695	6.636	6.5778	-0.0582	-0.0582	0.13	0.35
266697	6.1659	6.1811	0.0152	0.0152	0.75	0.87
266722	6.7805	6.7617	-0.0187	-0.0187	0.72	0.85
266727	6.9991	6.939	-0.0601	-0.0601	0.16	0.39
266743	6.9905	6.9376	-0.0529	-0.0529	0.072	0.27
266747	6.5814	6.567	-0.0145	-0.0145	0.7	0.84
266812	7.4298	7.3762	-0.0536	-0.0536	0.32	0.55
266971	6.9193	7.0161	0.0967	0.0967	0.074	0.28
266977	6.2367	6.1765	-0.0602	-0.0602	0.063	0.26
267002	6.2381	6.24	0.0019	0.0019	0.95	0.98
267004	6.4785	6.4936	0.0151	0.0151	0.79	0.89
267010	7.479	7.1921	-0.2869	-0.2869	0.1	0.32
267012	6.181	6.1695	-0.0114	-0.0114	0.7	0.84
267020	6.5205	6.5674	0.0468	0.0468	0.28	0.52
280636	7.3584	7.4624	0.104	0.104	0.11	0.33
280655	6.1973	6.2413	0.044	0.044	0.47	0.68
280657	7.0342	6.9361	-0.0981	-0.0981	0.079	0.28
280658	5.9891	6.0396	0.0505	0.0505	0.24	0.48
280659	6.8865	6.8124	-0.0741	-0.0741	0.14	0.37
280664	6.4919	6.4461	-0.0458	-0.0458	0.35	0.58
282566	6.4481	6.4084	-0.0397	-0.0397	0.83	0.92
282616	6.9311	6.7805	-0.1505	-0.1505	0.043	0.23
282617	8.3042	7.935	-0.3692	-0.3692	0.04	0.23
282618	7.1239	6.9454	-0.1786	-0.1786	0.02	0.2
282679	6.5473	6.5502	0.0029	0.0029	0.95	0.98
